date,score,score_category,review
2015.08.19,-,-,기대보다 훨씬 좋았습니다 객실에서 보는 뷰도 너무 좋았고 비오토피아 입장도 가능하고.. 수영장과 온천도 너무 좋았습니다. 직원들도 무척 친절해서 좋았구요.. 남편은 제주 올때마다 여기로 오자는 말까지.. 아쉬운건.. 주변에 아무것도 없어서.. 밤에 좀 불편했습니다. 룸서비스도 없고.. 간단하게 해결할만한 편의점도 없으니 그게 좀 아쉽더라구요. 아무튼 대 만족입니다!
2015.08.20,-,-,뭐 아주 만족스럽진 않습니다만 새로 지어서 깨끗하긴 합니다 일단 조용하고 가격대비는 괜찮지만 아주 추천할 만한 곳은 아니라고 생각됩니다 아직 지은지 얼마 안되서인지 안내나 그런게 잘 안되있고 찾아가기도 조금 힘듭니다
2015.08.20,-,-,"포도호텔 별관 디아넥스에서 2박 했습니다. 아직 새건물이라 새집 냄새가 나서 약간은 아쉬웠으나 직원의 친절도, 시설, 수영장 및 온천이 깨끗하니 좋았습니다."
2015.08.21,-,-,"일단 방에서 본 풍경이 너무 좋았습니다. 주변에 비오토피아 생태공원이 있는데, 가족끼리 가만히 걸어보기 참 좋아요. 단, 호텔에는 편의점이 없기 때문에 음식은 조금 사서 들어가시는 게 좋을겁니다. 수영장/온천도 너무 좋아요~ 조용하게 쉴 수 있는 공간입니다!"
2015.08.22,-,-,"좋았습니다. 친절했습니다.깨끗했습니다. 조용했습니다. 공기가 좋습니다. 다만, 식료품이나 생수 등을 구하기가 힘들었습니다. (편의점이 가까운 곳에 없는 것 같았습니다.)"
2015.08.24,-,-,"새로 오픈한 호텔이라 매우 깨끗합니다. 객실뷰도 산방산을 바라보며 탁 트여 있습니다. 수영장, 온천 등 시설이 잘 갖추어져 있습니다. 중문색달해변까지 차로 20분 정도 걸린것 같습니다. 조식은 매뉴가 다양하지 않은것이 아쉽습니다."
2015.08.24,-,-,"이번에 와이프랑 2박 이용했고, 결론부터 말씀드리면 잘 쉬고 왔습니다. 좋은점은 사람이 많지 않아 한적하게 힐링이 가능했던 점이고, 서비스나 시설, 뷰까지 어느하나 빠지지 않고 기대보다 훌륭했습니다. 한가지 아쉬운점은 숙소가 제법 고지대에 위치하고 있고, 숙소까지 밤에 진입할 경우 가로등이 없어 불편할 수 있다는 점? 숙소에서의 불편함은 없지만 숙소까지 가는 여정이 불편하다고 할까요? 조식은 따로 이용을 안해서 후기를 남기기 어려울 것 같고 온천은 아담하지만 제가 이용할 때 처럼 인원이 2~5명 수준이라면 상당히 괜찮은 수준이었습니다. 지금처럼만 유지된다면 다시한번 가보고 싶은 디 아넥스였습니다."
2015.08.25,-,-,산속에 있는거 빼고는 모든게 만족스러웠어요. 물론 이마저도 조용하고 공기좋은걸로 치자면 손색이 없겠네요. 직원분들 친절하고 조식도 좋았어요~~
2015.08.25,-,-,두번째 방문이었는데 여전히 좋았습니다. 다만 산간지역에 있어서 편의점 등이 없는 것이 조금 불편하긴 합니다. 중문쪽이 좀 정신없고 시끄럽다고 생각하시는 분들은 조용히 휴식을 취하기에 좋은 곳이라고 생각합니다.
2015.08.27,-,-,오픈특가로 저렴하게 이용했어요 너무 깨끗하고 창밖으로 보이는 바다전망도 좋았어요요사우나도 잘 이용했습니다다고급스런 호텔이었어요요찾아오는게 좀 어려웠는데 본태박물관으로 찾아오세요 바로 옆이예요 감사한 일박이었습니다 최고
2015.08.27,-,-,오픈한지 얼마안되어 깨끗하고 좋았습니다. 하룻밤에 편안하게 힐링하기 좋은곳이 었습니다. 직원분들도 친절하시고.. 다음에 다시 이용하겠습니다.
2015.08.28,-,-,"오픈한지 얼마 안 되었다고 해서 조금 걱정했는데 새집 냄새도 그닥 심하지 않았구요 오히려 깨끗하고 좋았습니다. 수영장, 온천도 너무 좋았구요.. 다만 밤에 되면 주변에 갈데가 없으니.. 수영장/온천 이용시간이 길었으면 하는 아쉬움이 많았네요."
2015.08.29,-,-,본태 뮤지엄 바로 옆에 위치하여 공기좋고 조용하여 쉬기에 딱 좋았음. 호텔 내부 시설은 포도호텔 계열이라 모던한분위기에 깨끗한 침구와 내부시설이 아주 만족스러웠고 무엇보다 아라고나이트 온천 사우나 물이 너무 좋았음. 호텔 욕실 물도 아주 좋았음. 근처 도보1~2분거리에 유명한 방주교회와 비오토피아도 있음.
2015.08.30,-,-,산중턱. 고즈넉하게 있는 호텔♡ 호텔방문할때 늘 아기의 잠자리가 선택의 1순위인 엄마입니다-^^ 대체로 트윈베드룸으로 해서 벽으로 침대를 밀고 재우는데 이곳은 침대가 고정식이더라구요. 조금난감.. 프론트에 전화를 드려 아기침대를 물어봤습니다. 작은 원목침대의경우 아기가 커서 불편할거같아 걱정했는데 아이가 사용하던것과 동일한 범퍼침대가 준비되어있다기에 냉큼 요청했습니다-^^ 아기범퍼침대를 대여해주셔서 무엇보다 아이를 아늑하게.안전하게 재울수있어서 너무 감사했습니다-^^ 바닥에 온돌이들어와서 뜨끈하게 보일러를 켜주니 훈훈한온기가돌아서 새벽녘에도 따뜻하게지냈구요. 바닥이 나무로되어 먼지가 적고 청결합니다. 조식부페는 세미식으로 간단하게되어있구요. 한식종류대신 아메리칸블랙퍼스트스타일로 샐러드와 시리얼종류가 있었습니다. 간단하지만 적당하게 다양한 종류와 깔끔하고 퀄리티좋은 음식들있어서 좋았구요. 저희는 신랑과 베이컨샌드위치 만들어서 푸짐하게 먹었네요.-^^ 다만 밥이없어 아이식사로는 조금 적합하지않은듯싶네요. 저희아가는 3살이라 시리얼과 요거트로 대체해주었구요-. 어린아기데리고 오시는분들 참고하시라구 적어놉니다-^^ 10월쯤 다시 제주여행 예정인데 다시금 찾고싶은 호텔1위입니다♡ 편하게 잘지내고 왔습니다 ^-^*
2015.08.31,-,-,후기가 거의 없어서 망설였는데 괜찮았어요. 새집 냄새 거의 없고 한산하니 여유롭고 좋네요. 사우나 온천물도 좋습니다.
2015.09.02,-,-,고즈넉하고 쉬기에 정말 딱 좋은 곳이었어요~ 내부에 편의점이나 근처 마트가 없단 얘기 듣고 시내에서 미리 간식거리들 좀 준비해서 들어가면 될 것 같아요. 수영장과 사우나가 너무 좋아서 더 머물고 싶었는데 제주까지 가서 돌아다니는게 바빠 더 오래 있지 못한 것이 아쉽네요. 아침에 노천 수영장에서 바람 맞으면서 쉬던 것이 젤 좋았고 온천도 정말 깨끗하고 한산해서 더욱 좋았습니다. 조용해서 나중에 휴식이 필요할 때 꼭 다시 찾으려고요~
2015.09.03,-,-,이번 여름 휴가 기간 인터파크투어를 통해 제주도 디 아넥스 호텔 다녀왔습니다. 본테박물관과 방주교회든 주변에 가볼곳도 많고 호텔 시설이 수영장 사우나등 흠잡을곳 없이 좋았습니다. 다음 제주도 여행에서도 또 이용하고 싶은 그런 호텔입니다.
2015.09.04,-,-,"8/27 하루 스탠다드 트윈룸에서 묵었습니다. 작은 비지니스 호텔이지만 직원들도 친절하고 새 호텔이랑 깔끔하고 제주스러운 로비 인테리어등이 참 예뻤습니다. 산 중턱에 위치했지만 날씨가 좋아서 멀리 산방산(?) 바닷가도 보였구요 바로 앞에 있는 비오토피아 물, 바람미술관도 산책 겸 천천히 둘러볼수 있어서 좋았습니다. 가격도 좋고 다음에 기회되면 또 머무르고 싶습니다."
2015.09.05,-,-,"바다가 바로 앞에 있는 호텔은 아니었지만 베란다 멀리 보이는 바다와 오름들의 풍경을 감상할 수 있엇 ㅓ좋았던 호텔입니다. 특히 내부 인테리어 모던하면서도, 은은한 조명 덕에 인테리어가 잘 된 숙소에 머물고 있다는 느낌을 많이 받았어요 2박 했는데, 그 중에 하루는 온천이용 하면서 편히 쉬었구요. 인근에 카멜리아힐이나 천지연 폭포 등 관광지 방문하기도 용이한 숙소 였습니다 ^^ 만족만족~!"
2015.09.07,-,-,"숙소를 어디할까 고민하다 디 아넥스 호텔을 알게되었는데, 호텔이 깨끗하고 조용하며 직원들도 친절했습니다. 수영장과 사우나도 있고,다음번에도 재방문하고 싶네요"
2015.09.11,-,-,친절하고 위생적이며 조용히 쉬었다 가기에 참좋은 호텔이었습니다. 바로 옆 본테박물관도 너무 좋았어요. 호텔입구 주차장이 여유가 없어 그게 조금 아쉬웠습니다.
2015.09.12,-,-,"2박을 하는 동안 느낀 점입니다. 호텔 주변 환경이 매우 조용합니다. 전체 조망은 멀리 바다가 넓게 내려다 보입니다. 공기도 아주 좋구요. 룸컨디션 아주 좋습니다. 원목 마루인 점과 현관이 룸과 별도로 있는 점이 좋았습니다. 어매너티의 품질도 좋았고, 리퀴드전기모기약이 있어서 모기 걱정을 할 일이 없었습니다. 중산간이라 벌레들이 많으면 어쩌나 걱정을 좀 했지만 막상 호텔에 투숙하는 동안 그다지 벌레를 보지 못 했습니다. 그리고 온천을 이용해봤는데 물이 뿌옇습니다. 아라고나이트라는 성분이 있어서 그렇다고 합니다. 온천 이용 후 피부가 며칠간 매끈매끈하고 부드럽더라구요. 물에 하얀 가루들이 있는데 탕속에 오래 앉아 있었더니 나중에 엉덩이가 좀 따끔거리더라구요. 광물이라 엉덩이로 깔고 앉아 있다보니 자극이 되었나봅니다. 이용하실 분들은 참고하시구요. 피부가 예민하지 않은 사람은 괜찮을 수도 있을 것 같습니다. 암튼 온천은 넓지 않았지만 수질은 좋았습니다. 그리고 저는 이용하지 않았지만 옆에 수영장이 있습니다. 조식은 종류는 많지 않았지만 맛은 좋았습니다. 조용하게 쉴 수 있는 곳입니다. 힐링가능. 재방문의사 100%입니다."
2015.09.14,-,-,단연코 최고였습니다! 제주도 최고의 럭셔리 휴양시설인 비오토피아의 그 명성을 그래도 느낄 수 있는 곳이었습니다. 가장 최근에 건축되었기에 시설이 좋은 건 말할 필요도 없고요~ 무엇보다 인상적이었던건 수영장 이었습니다. 바로 옆 사우나가 온천물을 이용한 곳이어서 그런지 물이 정말 좋더군요~ 더구나 포도호텔을 이용하지 않더라고 비오토피아의 그 아름다운 뮤지엄들을 돌아볼 수 있다는 장점까지! 최신 호텔이라 아직 네비게이션에는 나오지 않던데 ''방주교회''나 ''본태박물관''을 치고 가시면 됩니다. 저희는 2층에서 하루 묵었는데 뷰가 얼마나 좋던지! 정말 제주도에서 푹 쉴 수 있는 최고의 호텔이 탄생한 것 같습니다!
2015.09.14,-,-,너무 후기가 없는 곳이라 걱정했는데 너무 조용하고 깨끗하니 잘 묵다왔어요 다만 주변에 너무 아무것도 없는 지역이라 밤에 관광후 찾아들어갈때 좀 무서웠구요 하이빔키고가도 잘 안보이고 찾기 힘들었네요 본태 박물관 이용할때 오십프로 할인되는것도 너무 좋앗어요 직원들도 친절하고 비수기라 손님도 없고 한적하니 좋았습니다 다만 편의 시설이 없으니 필요한 비품들은 다 사가지고 들어가셔야 할거 같아요 조식도 할인되서 14000원 잘 이용했구요 악평도 많던데 모 전 그럭저럭 괜찮았어요
2015.09.14,-,-,한적하고 시설도 깨끗해서 잘 쉬다왔어요 방음이 좀안되는거랑 조식이 몇종류안되는거 말곤 전체적으로 좋았어요 제주도에 가게되면 또 갈것같아요
2015.09.15,-,-,"제주공항에서 -&gt; 리무진 (4500원) -&gt; 중문 여미지입구에서 하차하여 -&gt; 택시로 12000원 내고 올라감 포도호텔, 핀크스 옆의새로 오픈한 디아낵스호텔 인터파크에서는 빨리 예약도 되고 최적의 컨디션으로 제공해줌 룰은 더블, 2층~3층이 객실, 테라스에서 보면 바다도 보임. 조식은 07:00~ 11:00 1층 라운지 투숙객의 경우 15,000원, 온천사우나 50% 할인됨, (참고로 온천은 물 좋음. 작으나 있을껀 다있음, 건식사우나, 샤워부스들, 온탕 , 냉탕, 열탕, 화장대 등) 호텔 앞 모습. 항아리가 매력적임. 1층 로비 및 체크인 카운터 옆의 소파. 하늘이 너무 깨끗하여 저절로 힐링 되는 진짜 조용한 진짜 혼자 있어도 좋은 호텔 제주에 가면 난 또 디아넥스 호텔로 갈 것임. 나의 작은 사치를 디아넥스 호텔에서 할 수 있어서 기쁘고 행복했음"
2015.09.18,-,-,어디서든 조용하고 호텔내 조망을 중요하게 생각하는데 조용했고 깨끗했어요. 다만.. 새건물.. 아니 시멘트 냄새가 좀 많이 나긴했어요. 호텔리어분들이 너무 친절하고.. 복작거리지않아서 더 좋았어요. 저녁엔 유명하다는 우동을 먹어보려고했더니.. 대신 예약도 잘 해주셔서 급하게 예약안했는데도 잘 먹었어요. 포도호텔에서 먹긴했는데 똑같다고.. 인터파크라서 10퍼센트 할인도.. 갈치정식인가..랑 우동.. 그리고 아이스크림을 먹었는데 아이스크림 맛있어요
2015.09.20,-,-,새로 생긴 호텔이라 그런지 시설이 모두 깨끗하고 좋았습니다. 직원들도 모두 친절했고요~~ 다만 위치가 .. 조용해서 좋긴 하였으나 주변에 정말 아~~무것도 없어서.. ^^ 조용한 호텔을 원하시는 분들에겐 최고인 듯해요~ 잘 지내다 왔습니다. ~~
2015.09.22,-,-,온천으로 피곤도 풀고 잘 쉴 수 있는 숙소예요~ 조용하고 서비스도 좋았구요...제주 또 가고 싶네요^^
2015.09.22,-,-,"조용하면서 아이와 함께 지내기에 지루하지 않은 숙소를 찾던 중 발견한 아넥스~ 본태 박물관과 붙어 있고, 방주교회도 바로 옆이고...우리 딸 좋아하는 키티랜드도 가까웠어요. 다른 볼거리도 근거리라 좋았구요, 3층에 투숙하시면 먼 전망이지만 바다도 보이고 탁 트였어요~ 호텔에서는 실내 수영장을 이용하고 온천수가 나오는 사우나를 즐기니 정말 좋더라구요. 간단한 식사는 본태 박물관 까페 이용도 나쁘지 않을 듯해요. 주변에 편의시설이 없는게 불편할 수도 있지만...조용한 숙소를 원한다면 위치상 어쩔 수 없는 것 같아요. 중문쪽이 가까워 이용에 크게 불편하진 않았어요. 암튼 잘 쉬었습니다.^^"
2015.09.22,-,-,오픈특가로 묶게 된 호텔인데 제 여행인생에서 최고의 호텔이었습니다. ㅎㅎ 나름 여행 좀 한다는 사람인데 너무너무 좋았더랬습니다. 저희 와이프도 엄지척! 기회가 되면 또 오고 싶네요.
2015.09.23,-,-,정말 힐링이 되는 휴식처였어요^^ 물론 여러 관광지에서는 위치상 좀 떨어져 있었지만 제주도를 쉬기 위해 찾는 다면 정말 최적의 장소였습니다. 객실도 37개 밖에 되지 않아 북적이지 않고 모든방이 저 멀리 산방산과 바다가 보이는 풍경을 가지고 있어서 정말 방에서 창 밖만 하염없이 바라보아도 좋았던 곳입니다^^
2015.09.23,-,-,늘 바다가 보이는 중문쪽이나 제주쪽에서만 묵었었는데 이번엔 디 아넥스 호텔에 머물면서 새로운 느낌을 많이 받았네요^^ 한라산에 폭 안긴 기분을 주면서도 저 멀리 산방산과 바다가 보이던 풍경. 정말 멋졌습니다! 다음번에도 망설임 없이 이곳에 묵고 싶네요^^
2015.09.23,-,-,기본적 서비스와 룸 컨디션 모두 나무랄 때가 없이 만족스러웠어요^^ (냉장고에 매일 간단한 간식거리와 음료 그리고 삼다수를 새롭게 채워주셨어요) 조식은 다른 호텔들에 비해 간단했지만 퀄리티는 좋았습니다^^ 그리고 수영장과 온천도 이용해 보았는데 수영장도 아이와 함께 하기에 무리가 없었고 (구명조끼 튜브 다 구비 되어 있더라구요^^) 온천물이 정말 최고입니다! 다음번에도 머물게 된다면 온천은 꼭 한번 더 이용하고 싶어요^^
2015.09.28,-,-,조용히 쉬고오기 너무나 좋은 곳입니다..특히 아라고나이트 온펀 꼭 다녀오시길 추천합니다!! 다만 한라산쪽에 위치하고 있어서 시내위주의 코스라면 좀 불편할 수 있는 위치입니다...
2015.09.29,-,-,호텔이 갓 생긴 따끈한 곳이라 기대 많이 하고 갔는데 역시 이쁘고 아늑하고 세련되고 좋아요 객실에 신발신고 들어가지 않는다는 점. 객실의 욕실의 컨디션이 특히 훌륭하다는 점... 수영장은 이용안했지만 사우나도 좋다는 점..다 만족했고 다시 한번 가고 싶은 마음이 드는 숙소입니다~!
2015.09.30,-,-,"추석연휴중 조용한곳에서 쉬려고 예약하게됐구요. 인터파크에서는 원하는 일자에 예약가능한날이 없는데 호텔측에 전화해보니 예약가능하다고해서 인터파크측에 요청드려서 예약했어요. 룸+사우나&amp;수영장 패키지로 예약했구요. 룸이 작다고 하시는 의견이 있던데 괜찮았어요. 비슷한 급의 서울이나 타 지역 호텔에 비하면 작진 않았어요. 테라스도 있었구요. 욕조 없어서 아쉬웠지만 온천 사우나가 있어서 욕실은 간단히 샤워할때만 이용해서 괜찮았어요. 어매니티랑 기타 집기들 깔끔하고 좋았습니다. 미니바에 들어있는 쥬스와, 생수, 다과는 무료였어요~요즘 보기힘든 작지만 센스있는 서비스~ 조식을 패키지에 넣지않았는데 호텔자체가 사유지 안에 있어서 편의점이나 기타 편의시설이 전혀 었었어요. 그래서 하루 추가해서 먹었구요. 아참. 룸서비스도 없습니다. 타운내에있는 레스토랑이랑 바로 옆에 본태박물관에 있는 카페가 전부에요(간단한 식사류 있음.) 조식 가짓수가 적은건 괜찮은데 과일(잘라놓은 바나나&amp;수박)이랑 베이커리종류가 너무 빈약해서 서운했어요....조식 먹으면서 과일손도 안댄건 처음...밥이랑 해장국은 굿굿굿~꽉꽉채워 한그릇 먹었어요~사우나와 수영장은 규모는 작지만 오히려 크지않고 딱 적당했구요. 믿을 수 없는 수준으로 조용해서 너무너무너무 좋았서요. 특급호텔이고뭐고 조용히 쉬기엔 최고!! 낮에도 밤에도 소음이 하나도 없어서 돌아오고나서야 알았어요. 아...어마어마하게 조용한게 맞았구나.. 직원분들 매우매우 친절했어요. 근데 뭐랄까...사유지내에 다른 시설에 관해서 정확하게는 모르시는것 같더라는 기분?? 렌트를 안했어서 사유지내에서 이동할때 걸어다녔는데 비오토피아 레스토랑 이용하려고 해서 문의드렸더니 도보로 5분정도 걸리신다고 하셨는데 호텔에서 연결된 계단으로 내려갔더니 1분?정말 많이 생각해서 2분걸렸어요..ㅎㅎ 비오토피아내에 박물관이랑 미술관 이용하는 규정이 바껴서 못봤어요. 가실분들은 미리 알아보시고 가셔야할것같네요. 확실한 단점만 하나 집고 가자면 다 좋았는데 객실에 먼지가 어마어마했어요. 청소상태가 불량한게 아니구요. 이유는 확실하지 않지만 제 예상으로는 침구에 문제가 있는게 아닌가 싶었어요. 이불을 움직일때마다 눈에 부유먼지가 어마어마하게 보일정도였구요. 나중에는 가구위랑 바닥에 굴러다니는 먼지가 장난 아니었어요. 쉬는동안 그 먼지를 다 먹었다고 생각하면 씁쓸하지만 이거 한가지 제외하고는 다 좋았어서 괜찮았어요. 평소때같았으면 이거 한가지로 만족도가 훅 낮아졌을테지만 기존에 원하던 것 ""조용하게 휴식""을 100%만족한 여행이어서 패스합니다.. 다음에 또 쉬고싶을땐 무조건 1순위가 될것같습니다. 대신 치킨을 꼭 가져가겠어요.."
2015.09.30,-,-,호텔이라고 하기보다는 정말 깔끔한 휴식처라고 생각합니다. 호텔이라고 하기보다는 정말 깔끔한 휴식처라고 생각합니다. 호텔이라고 하기보다는 정말 깔끔한 휴식처라고 생각합니다. 아침조식보다는 수영장 온천 선택했는데.. 잘 한것 같아요.. 추석 명절이라서 다른 곳은 복잡한데.. 이곳은 정말 직원보다도 손님이 적은듯하고.. 수영장과 온천은 전세내서 사용했어요.. 물이 너무 좋아서 만족... 숙소 냉장고에 음료과 간단한 다과 서비스까지....
2015.09.30,-,-,추석연휴 고민고민하다 예약한 곳인데 무척 깔끔하고 산방산이 내려다 보이는 조용한 호텔이었습니다. 불편한 점은 근처에 식사를 할 만한 장소가 없어 포도호텔이나 비오토피아 레스토랑을 이용할 계획이 있으신 분께 추천드려요.
2015.09.30,-,-,"중문에서 호텔로 향하는 길이 무척 아름다웠습니다. 호텔은 오픈한지 얼마 안되서 그런지 매우 깔끔하고 조용했으나, 관광지로의 접근성은 렌트카 없이는 힘들 것으로 생각됩니다."
2015.09.30,-,-,"호텔 룸 컨디션이 가격대비 훌륭합니다. 방 크기도 생각보다 컸고, 마루 바닥인 점도 맘에 들었고요. 바닥 난방도 되니 더 좋았습니다. 화장실도 욕조는 없었지만 샤워실이 따로 널찍하게 마련되어 있는 점도 좋았습니다. 테라스가 있는 점도 답답하지 않아 좋았고, 산방산 전망도 좋습니다. 짐을 올려놓을 수 있는 선반이 길어서 유용했고, 쇼파의자도 편했습니다. 옷장 안 전신거울도 편리했구요. 미니바 무료는 보너스! 직원들이 대체로 친절했는데, 전화 응대는 좀 더 교육이 필요할 것 같습니다. 전화 문의에 답변을 설명이 아니라 묻는 말에 그냥 ""네""라고 한 마디만 해서 조금 당황했습니다. 실제 호텔에서 만났던 직원들은 다들 친절했구요. 다만, 전화상담하시는 분만 조금... 수영장과 온천 시설도 깔끔하고 좋았습니다. 대체로 매우 만족했던 호텔입니다."
2015.10.02,-,-,"본태박물관옆에 있고 안덕이라 공항에서 거리는 조금 있었는데 주변환경이 조용하고 깨끗해서 편안한 기분에 다시 갔어요. 그런데, 조식은 선택안하고 갔지만 아침에 갑자기 먹기로해서 조식당가서 방번호말하고 룸차지로 먹었는데 방번호 말하고 리스트.. 쫘악 찾길래 내 눈에도 들어온 리스트에.. 내 이름옆에 특가! 라고 딱 기재되어..있어요 싸게해달라고 부탁한 적도 없는데 좀 기분상하더라구요. 어디가서 특가만 찾아다니는것도 아니고 지난번에 가서 좋아서 예약할 루트가 인터파크였을 뿐인데.. 딱히 당일특가를 찾은것도 아니구요. 살짝 기분상하니.. 조식도 메뉴도 먹을게 없다는 생각이 들어서 펐다가 걍 나와버렸어요. 먹을것도 별로..없다는 생각이 들긴했어요. 백번 좋다가도 한번 싫어도 그냥 싫어지는게 사람마음이다보니.. 인터파크에서 예약해서 호텔 가면 안되나..이런 생각들게 되던데 다음날 간 그 주변에 있는 다른 호텔은 참 친절하더라구요. 수영장도.. 아넥스는 딱 한번만 입장되고.. 다음날 호텔은 체크아웃하고도 있어도 된다고.. 그래서.. 그냥 그 다음날도 참 편해서 하루 더 있었어요. 체크아웃하고 수영장 이용은 안했지만 일단 참 마음이 편했어요. 옆에 그 호텔도 온천수였고.. 아넥스호텔 여튼 다 좋은데.. 뭔가 불편한 개선할 점은 있습니다. 특가고객이 이런 말 하면 안되는거 아닌지 모르겠지만.. 일단.. 청소상태.. 바닥에 먼지가 매우 많았고, 아직 새건물이라그런지 냄새가 아주 심하게 납니다. 조식.. 요즘.. 비지니스급?(제주도에 비지니스 갈일이 있을지 모르지만) 호텔들이 다 그렇듯.. 정말 손 가는 곳 없습니다. 먹는거에 영 의미 없이 배채운다..정도.. (조식에 있던 고추장아찌는 썩은 고추였는지 쓴 맛이 났습니다. 물론.. 하나정도 그럴순 있습니다만) 좋은 점은.. 직원분들.. 체크인데스크.. 아주 친절하십니다. .. 공기 좋고.. 주변환경이 깨끗합니다.. 여기에 반해갔습니다.."
2015.10.05,-,-,"갑자기 생긴 주말연휴. 급하게 인터파크를 열어 할인호텔 검색. 이전 제주여행에서 가 본 본태 박물관의 좋은 기억에 바로 옆에 준비중이던 호텔이 생각남. 제주야 어디건 좋지만 핀크스 골프장, 비오토피아, 포도 호텔 등이 위치한 깊은 숲속같은 자리에 멀리로는 산방산 제주바다가 보이는, 게다가 공항에서도 차로 25-30분 정도의 비교적 가까운 거리의 신축호텔. 금요일 밤 도착에 비행기 마저 지연되는 바람에 공항근체에서 늦은 저녁 먹는데 호텔에서 친절하게 입실확인 전화옴 . 도착한 호텔은 밤도 늦었고 객실수도 많지 않아 그렇겠지만 고요 그 자체. 객실과 조식 수영장 사우나 등에 대한 친절한 설명 이후 3층 방으로 안내. 방은 그리 크진 않지만 깨끗한 침구와 청소 상태, 모던한 인테리어, 바다가 멀리 보이는 최상의 조건. 작은 연못, 정원이 보이는 장소에서 간단한 조식. 가짓수는 많지 않지만 더 필요없을 정도. 특히 밥 다 먹고 커피 마시며 눈치 안보고 더 앉아 있을 수 있는 한산함. 소편성의 세미 클래식 음악이 식사 중에 잔잔히 들릴 정도의 아주 조용한 아침 식사. 늦은 오후에 돌아와 찾은 실내 수영장. 우리 말고 다른 한 팀. 여기도 조용. 풀에 누우면 천정으로 하늘 보임. 기온이 조금 떨어졌다고 수영장 바닥 난방. 물 온도도 쾌적. 온천수 이용 사우나까지. 역시 여기도 독탕이다시피 함. 나만 알고 싶은 맛집이 TV 에 나오면 안타깝듯이 이곳의 조용함도 계속되었으면....그야말로 욕심. 체크 아웃 이후에도 비행기 시간까지 수영장 이용후 사우나까지 하고 공항으로 이동...이보다 더 이상의 호사는 없음. 진정한 휴식을 갖게해준 인터파크와 디 아넥스에 감사."
2015.10.05,-,-,오픈한지 얼마 안되서 깔끔하고 좋았어요^^ 룸청소도 잘되어있고 뷰도 너무 좋았네요^^ 다음에도 또 이용하고싶은 호텔이에요!
