date,score,score_category,review
2007.07.01,-,-,좋았어요....근데 신관이었으면 더 좋았겠어요^^ 일행은 신관에서 묵었는데 조금 더 좋더라구요!! 전체적으로 만족합니다.
2007.07.14,-,-,완전 친절함의 극치이며 호텔객실도 너무 좋았어요! 좋은추억만들고왔습니다! 중문을 떠나지말고 호텔근처에서만 노세요 괜히 마지막날 제주시에갔다가 ... 제주도라는 느낌 없어져서 아쉽네요 그냥 중문관광단지 짱!
2007.07.14,-,-,좋습니다 조식 패키지로 해서 갔는데 좋았습니다. 인터파크에서 자주 예약을 하는데 늘 만족합니다.
2007.07.16,-,-,"제주도에서의 최고의 숙박시설이 아닌가 합니다. 인터파크의 가격도 최고의 가격이라 생각합니다. 쌍둥이 아들,딸과 와이프와 너무도 좋은 여행 잘 다녀왔습니다. 제주를 찾으시는 분들께는 강추합니다!!!"
2007.07.18,-,-,직원들이 넘 친절하다는거 볼&#46468;마다 인사를... 수영장이 너무 좋았다는거 기억에 남네요
2007.07.18,-,-,"만들고 왔어요 신라호텔은 역시 최고였습니다. 수영장좋고요 직원들 너무 친절했고요 단점이라면 사우나, 아침식사가 좀 어수선했다는거... 그외는 좋았습니다."
2007.07.19,-,-,"다행인지 아닌지 성수기 바로 전주에 다녀왔는데, 호텔 시설, 직원 친절도, 경치, 바다, 잔디, 등등.. 아주 좋은 가족여행이 되었습니다."
2007.09.14,-,-,직원분들이 아주 친절하고 이국적인 분위기에 취해 편안하게 잘 쉬다 왔습니다~ 정말 추천하는 호텔입니다.
2007.09.19,-,-,"인터파크 할인가격이 신라호텔 치고 너무 저렴해서 아이들과 아내와 함께 1박했습니다. 한식온돌방에서 하루 묵었는데 정말 깨끗하고, 직원들 서비스 좋고, 수영장, 헬스클럽, 어린이 놀이방까지 정말 끝내줬네요. 약 10년전 기업연수때문에 가 보고 처음 가 봤는데, 아주 좋았습니다."
2007.09.28,-,-,"우선 너무 저렴하게(171,000원에 조식포함-포인트결제로 154,000원)이용할 수 있어서 좋았습니다. 여러 호텔을 다녀봤는데 신라호텔이 가장 친절한 서비스를 하고 있는거 같습니다.(다른 호텔들이 좋지 않다는 이야기가 아니고요) 하여튼 숙박예약을 하시려면 인터파크를 이용하세요. 여러 싸이트를 뒤져 봤지만 제일 싸더라구요(등록되 있는 숙박지는 거의)..."
2007.10.11,-,-,얘기하지 않았는데도 아기 침대까지 넣어주셨네요.. 그런데 23개월에게 아기 침대는 너무 작아서..^^ 저렴하게 이용했습니다.. 수고 많으셨구요..
2007.10.15,-,-,"정말이지 시간이 흐르는 게 아쉬울 정도로 너무나 안락한 시간이었습니다. 스탠다드를 이용했는데 방이 그렇게 클지 몰랐구요~ 한라산 전경을 선택했었는데 그 또한 묘미가 있었습니다. 밤과 아침 모두 정원 산책을 했었는데, 시간대별로 그 아름다움이 정말 색다르게 다가왔습니다. 특가로 나올 때 찬스를 활용하여 꼭 한 번 가보시면 넘넘 좋을 것 같습니다~ 다음에 또 그런 기회가 있었으면 좋겠네요~ ^^"
2007.10.19,-,-,아기들이 있는 여행이라면 퓨전룸...침대와 온돌바닥 완죤 강추입니다. 서비스야 모...특급호텔이라 그런지...그런대로 다 만족하구요 조식또한 아주 괜찮았습니다.
2007.11.04,-,-,롯데보다는 비교가 안될 정도로 고품격입니다. up grade 해 주어서 sea view 에서 있었고 아침 부페도 최고입니다. 어슬프게 제주도 호텔 이용하지 말고 신라 이용하세요^^
2007.11.09,-,-,흔히들 제주에서 제일 괜찮은 호텔중 하나가 신라호텔이라고 말들 하십니다. 저두 동의 하구요. 하지만 동남아의 같은 가격대 호텔과 비교하지 않을수 없네요. 태국이나 발리등지의 200불대 호텔과 잠깐 비교를 하자면 방크기가 작지만 오히려 세심한 부분에 신경을 쓴 흔적이 보이는 신라도 나쁘지 않았습니다. 욕실도 부분도 깨끗했구요. 아쉬운 부분이 있다면 1회용치약 칫솔이 없어서 조금 당황스러웠고 유료이용부분의 음료나 과자등을 쭉~ 널어 놓은게 보기 좋지는 않았습니다. 조식부분도 가격대비 좀 약하지 않았나 싶었구요. 하지만 그 부족한 부분을 나머지 조경이나 깔끔함 아기자기함이 다 채워 줬다고 생각합니다. 담에 다시 가겠냐고 묻는다면 글&#50108;요~나쁘진 않았으나 다른 호텔도 이용해 보는게 더 비교하기에 좋을거 같아서 담엔 다른곳을 이용해 볼겁니다.^^
2007.11.14,-,-,"11월11일~11월12일 1박2일 신랑이랑 결혼 1주년기념 제주도여행을 다녀왔습니다. 호텔직원들도 너무 친절했고,,객실도 깨끗하고 좋았습니다.. 저녁식사로먹은 바베큐뷔페는 좀 실망이었어여..가격에비해 음식종류가 다양하지 않더군여.. 암튼..대체로 편안하게 쉬었습니다. 다음에도 신라호텔을 이용해야 겠어여..."
2007.11.26,-,-,"대만족신라호텔입니다 호텔직원들도 너무 친절했고,,객실도 깨끗하고 좋았습니다 특가로 나올 때 찬스를 활용하여 꼭 한 번 가보시면 넘넘 좋을 것 같습니다~ 다음에 또 그런 기회가 있었으면 좋겠네요~ ^^"
2007.12.04,-,-,"와이프, 그리고 뱃속의 아기와 함께 휴양목적으로 제주여행을 계획하고 숙소를 선택할 때 제주도에 있는 많은 특급 호텔 중 가격은 제일 비싼 편이지만 가장 고급스러울 것 같은 신라호텔을 선택했습니다. 다행이 인터파크를 통해 예약하니 가장 싸게 조식패키지를 예약할 수 있었습니다. 추가 비용을 부담하고 싶지는 않아서 전망이 그리 좋은 방은 아니었지만 생각보다 객실도 넓고 객실 내의 시설은 훌륭했습니다. 특급호텔이라서 당연 하겠지만 직원들도 친절하고 사우나 등의 부대시설도 만족스러웠습니다. 조식부페도 깔끔하고 좋았는데 전에 가본 인천 하얏트의 조식보단 요리의 가지수가 좀 적은게 아닌가 하는 생각이 들더군요. 하지만 맛은 나쁘지 않았으니 만족했습니다. 제주도의 다른 특급호텔을 이용해보지 못해서 비교하기는 어렵겠지만 다른 분들께도 추천해 드리고 싶네요. 기회가 된다면 다른 호텔도 이용해보고 비교해 드리도록 하겠습니다. 관광보다 휴양이 목적인 여행으로는 강추합니다."
2008.01.07,-,-,"결혼10주년기념으로 가족과 함께한 제주도 여행.. 탁월한 숙소선택으로 더욱 즐거웠던 여행이었네요. 신라호텔 정말 강추입니다. 타호텔도 숙박해봤지만 신라호텔만한 곳이 없는 것 같아요. 부대시설 놀이방, 수영장도 꼭 이용해보세요. 겨울이라도 이용하는데 전혀 불편함이 없었어요. 객실 및 시설도 깔끔하고 좋았지만 무엇보다 직원들의 서비스,친절함에 감동받았네요. 신라호텔 대만족입니다."
2008.01.20,-,-,"여행일정상 첫날은 신라호텔, 2/3일차는 오션그랜드호텔로 예약했는데 갑자기 일이생겨 이틀째날 일찍 공항근처에 가야하다보니 아이와 수영장에서 물놀이하려 던계획도 못지키고, 호텔정원이며 바다전망도못보고 왔네요ㅜㅜ 거기다 체크인할때 호텔직원이 조식쿠폰에 밑줄까지 그어가며 오전 7시부터 밤10시까지이 용가능하다고 했는데 10시반에갔더니 뷔페정리중 ㅡㅡ; 결국 조식뷔페는 먹지도 못하고 빵으로 대체해준다는걸 클레임을 제기해서 겨우 식사를 했네요.. 그래도 특급호텔명성에 걸맞는 객실과 서비스는 최고라고 인정합니다..이틀째 묶었던 호텔 시설과 비교되서그런지 남편이 다음여행때는 신라호텔로 다 예약하라고 하더라구요.. 암튼 개인사정으로 여행일정이 어긋나는 바람에 그다지 여유롭고 즐거운여행은 아니었지 만 다시 제주도를 가게되면 신라호텔에서 여유로운 아침을 즐길껍니다^^"
2008.03.10,-,-,격조있는 로비와 잘 꾸며진 산책로 맛있는 조식 부페와 깔끔한 객실(바디용품은 아베다 제품 ㅋㅋ) 그리고 사우나 이용권에 2종의 꽃씨까지 ㅎㅎ 정성스러운 패키지프로그램입니다 정말 좋은 가격에 잘쉬다가 왔네요~
2008.03.10,-,-,뭐라고 길게 셜명할 필요가 없는 호텔 입니다 이동 노선 간편하고 조식 역시 깔끔하고~&#44704;끗하고 친절합니다~
2008.03.11,-,-,장모님 생신을 맞아 6개월된 딸까지 데리고 다녀왔습니다. 마침 패밀리객실로 무료 업그레이드를 해주는 행사가 있어서 아주 저렴하게 잘 다녀왔네요. 방도 생각보다는 좁지 않고 욕실도 상당히 넓어서 맘에 들었구요. 조식당도 가짓수가 많지는 않아도 제법 먹을만했습니다. 애기가 있어서 좀 신경이 쓰였는데 직원들이 계속 와서 신경써줘서 편하게 잘 지내다 왔네요. 만족스럽습니다.
2008.03.11,-,-,호텔 자체는 오래되었지만 서비스나 분위기는 좋습니다. 뷰가 별로 좋지는 않았습니다.
2008.03.31,-,-,정말 좋았습니다. 객실도 훌륭하고 호텔 앞 정원을 산책하는 것도 또 다른 여행의 별미 였습니다. 또한 호텔 곳곳에 있는 미술품을 감상하는 것도 삶에 여유를 가져다 주었습니다.
2008.03.31,-,-,예약을 두번해서 두번의 후기를 써야하는 군요~~~좋았습니다. 정원에 유채꽃도 아름다웠고 소텔의 위치 또한 훌륭했습니다...........................................................................
2008.03.31,-,-,"국내최고의 호텔을 저렴한 가격에 이용할수있는 매우 좋은 기회였습니다. 중문의 아름다움풍광이 유채&#44279;피는계절과 어울어져 행복한 여행이엇습니다, 강력추천합니다."
2008.04.01,-,-,"평소에 가고 싶었던 호텔을 특가로 이용할수 있어 넘 좋았습니다. 비수기를 이용하여, 특급 호텔의 특가기획을 자주해주셨으면 합니다."
2008.04.01,-,-,"호텔이야 원래 좋으니 말할 것도 없구, 인터파크에서 저렴하게 좋은기회를 주셔서 즐거운 시간을 보냈습니다."
2008.04.21,-,-,"인터파크로 예약하구 갔는디 신라호텔측에서 무료로 방 업그레이드를 해주던군여 넘 좋았음 주변 환경도 넘 좋았음 다음에 또 가야지,,,,"
2008.04.25,-,-,아주 마음에 들어 하십니다
2008.04.28,-,-,언제가도 좋은 편안하고 안락한 호텔 입니다. 특히 정원이 너무 아름답고. 아침저녁 산책길도 좋은곳입니다. 4월에 빨강 노랑 튜울립과 이름모를 제주의 작은꼿들이 아름답게 피어있어서 좋았습니다. 객실도 방이 넓고 깔끔하게 정돈되어 있었습니다. 주중에는 가격도 괜찮았고 기회가 되면 다음에 또 가고싶은곳 입니다
2008.05.02,-,-,"지금 제주는 봄의 절정이더군요. 유채가 만발할때는 좀 추운데, 지금은 바람은 좀 불어도 날씨가 좋더군요. 제주신라호텔 가끔 이용하는데 늘 만족 스러운 곳입니다. 조식포함 상품으로 이용했는데, 가격도 만족 스럽고 시설 뿐 아니라 서비스도 만족스러운 편입니다."
2008.05.05,-,-,"돌지난 딸과 함께, 5월 연휴에 신라호텔로 다녀왔습니다. 편안하고 고급스런 방분위기에 친절한 호텔 직원들...그리고 무엇보다 호텔 정원에서 맘껏 걸어다닌 딸아이의 모습을 보는 것만으로도 정말 행복한 순간들이었습니다. 오전 9시에 딸과 함께 동물먹이주기 프로그램에 참여했는데(무료) 처음 동물을 가까이서 보는거여서였는지 정말 신기해하더군요. 짐보리클럽에서 노는것도 재밌어하고요. 별 것 아닌 것 같지만 고객들을 위한 세심한 배려들이 돋보인 곳이었습니다."
2008.05.05,-,-,아이들 효도방학기간동안 제주 신라호텔에서의 2박3일은 짧은 기간이었습니다. 좋은 시설과 친절한 직원들의 도움에 즐거운 시간을 보냈습니다. 기회가 되면 다음에 다시 찾고 싶네요.
2008.05.06,-,-,5박 6일간 일정으로 떠난 여행에서 마지막 이틀은 편히 쉬고자 하는 맘에 잡은 신라호텔.. 역시 최고네요. 편히 잘 쉬다 왔습니다. 참 수영장 점검중이라 하얏트 호텔로 사용할 수 있게 해주셔서 감사했습니다.
2008.05.23,-,-,"3박4일 일정 중 첫날 묵었습니다. 신라, 한화, 해비치 순이었는데 아이를 동반한다면 신라에 가장 큰 점수를 주고 싶네요. 잘 조성된 정원에서 바다도 보고 동물보며 산책도 하고 객실도 6층패밀리형으로 무료 업그레이드 해주셔서 정말 편안했습니다."
2008.05.27,-,-,역시 국내 최고의 호텔답다...방내부도 정말 깔끔하고.....여러 직원들도 엄청나게 친절하고......돈이 아깝지 않은 호텔임..
2008.05.27,-,-,신라호텔 제주~! 정말 최고의 서비스와 환상적인 분위기 정말 잊지못할 제주의 밤을 만들어 주셔서 고맙습니다. 이번여름에도 다시한번 방문할껍니다.~! 잊지못할꺼에요^^
2008.06.09,-,-,"6월7일부터 1박했습니다. 한라산 스탠다드로 예약했는데, 바닷가 전망으로 업그레이드 되어서 환상적인 야경에 멋진 휴가를 보내고 올 수 있었습니다. 시설이나 직원의 친절도 모두 훌륭했습니다."
2008.06.12,-,-,좋았어요 ................................................................................................................................................ ................................................................................................................................................ ................................................................................................................................................ ................................................................................................................................................
2008.06.16,-,-,저는 아이가 둘이 있는데... 이번은 큰딸만 데리고 갔습니다. 아이가 참 좋아하더군요.. 그래서 올해 한번 더 둘째와도 함께 추억을 만들려고 합니다... 예전에도 두번 숙박을 한 적이 있었는데.. 그때나 지금이나 서비스나.. 여러모로 변함이 없어 좋더라구요... 정말로 여행에 있어 먹는것도 중요하지만 가장 중요한 것은 잠자리라 생각이 듭니다.. 참! 즐거운 여행이었습니다...
2008.06.18,-,-,"처음엔 비용때문에 망설였지만, 한번쯤은 괜찮다는 생각이 드네요... 정말 다시 한번 가고싶네용..."
2008.06.19,-,-,신라호텔 서비스 넘 좋은건 상품평에도 많이 있네요...^^ 정말 직원들의 친절함이 묻어나는 서비스 잘 받았구요...특히 숙박기간동안 아침마다 산책하는 신라호텔 정원은 잊혀지지가 않네요... 아이들 데리고 체험할 수 있는 서비스도 다양하게 구비해놓아서 좋았구요.. 아쉬운 점이라면 조식이랑 놀이방이네요... 조식은 별로 먹을 게 없어서 아쉬웠어요.. 그리고 조식메뉴가 다음날과 별 차이 없었어요...물론 식당에서도 직원들의 친절한 서비스에는 만족했구요.. 참 놀이방은 작년에 갔을때가 더 좋았던거 같아요.. 짐보리 시설로 바뀌면서 아이를 맡길 수는 있게 해놓았지만 자유시간에 정말 조금 큰 아이들이 이용할 수 있는거 없더라구요... 책도 비디오도 다 없어져서 아쉬웠어요...
2008.06.23,-,-,깔끔하고 좋은 호텔입니다. 직원들의 서비스도 충실하고 조용하구요 아주 좋습니다.
2008.06.24,-,-,바다전망 업그레이드는 해주지 않더군요 여행사를 통해 예약한 사람들을 좀 푸대접하는듯한 인상을 받았습니다 호텔은 정말 훌륭합니다 돈이 안아까울 정도로...^^
2008.06.24,-,-,ROOM UPGRADE해주셔서 아주 편히 잘다녀왔습니다...
2008.06.25,-,-,호텔안에서 하루를 다 보내신다해도 전혀 지루하지 않을만큼 즐길거리가 풍부합니다. 추천합니다.
2008.06.26,-,-,이번 제주여행은 해비치호텔 1박 신라호텔 1박으로 하였다. 비교후기를 올리자면.. 신라는 바다뷰로 무료업글 해준 배려에도 좋은 인상을 받았지만.. 직원들의 매너와 우러나오는 듯한 친절에 더 감동 받았다. 아침조식은 손님들이 너무 많아 번잡스럽고.. 조식내용도 해비치호텔에 비해서는 약간은 아쉬웠다.. 객실은 해비치가 설비나 규모면에서 앞서지만.. 호텔전체로 놓고 봤을때 로비..정원등은 단연 신라가 멋지다..
2008.06.30,-,-,오랜동안 병중에 계셨던 엄마와 언니 조카 그리고 울 아들돠 감 여행!!신라호텔 선택은 탁월했어요. 호텔시설도 좋았지만 호텔리어들의 친절함이 더욱 좋았고 특히 신라호텔의 정원은 매일 아침 산책하기에 딱 이었음니다..물론 아침조식도 훌률했고요...다시 간다면 꼭 신라호텔로 갈껍니다..인터파크로 저렴하게 다녀와서 감수ㅏ합니다....
2008.07.02,-,-,편안하게 즐기다 왔어요. 말이 필요없는 서비스와 시설들! 아주 만족스럽고 다시 가고 싶은 생각이 드네요
2008.07.05,-,-,"역시 최고라는 말밖에 나오질 않네요~ 해외에서도 특급 및 초특급 리조트도 가봤는데, 신라호텔 역시 최고입니다. 다만 수영장물이 너무 독해요~~"
2008.07.10,-,-,서비스도 좋구요. 맘에 드네요. 다음에도 기회가 되면 다시 가고 싶은 곳입니다.
2008.07.12,-,-,
2008.07.16,-,-,서비스 만족!!!! 시설도 만족!!! 국내 호텔중에 제일 친절한것 같다는 생각이 들 정도로 서비스가 만족스러웠던 신라호텔. 다음에도 제주도에 가면 이곳을 선택할것 같다!
2008.07.16,-,-,바로 옆 롯데 호텔과는 정말 분위기가 다르군요 롯데가 활기넘치는 분위기라면 신라는 조용히 쉬기 좋은 분위기입니다
2008.07.20,-,-,"저희 부부, 19개월짜리 아들 그리고 시어머님과 본관 온돌방에서 3박했습니다. 온돌방안에 더블베드가 있고, 이불 한채가 있어서 추가로 이불을 요청할 필요가 없었습니다. 방은 깔끔했는데 저희가 묵은 본관 3층은 베란다가 반쯤 가려져있더군요. 그래서 바다전망임에도 불구하고 전망구경은 하지도 못했습니다. 호텔시설은 정말 깔끔하고 정원은 감탄이 나옵니다. 직원들도 아주 친절했구요. 다만 여러분이 말씀하신 것처럼 조식먹을때 장소가 비좁아서 레스토랑이 아닌 다른 홀에서 할 수밖에 없었습니다. 조식포함 룸이 아니고 추가로 돈을 내시고 식사를 하신다면 비추입니다. 가격대비 아깝다는 생각이 들더군요.... 전반적으로 훌륭한 호텔이었고 좋은 추억을 만들수 있었습니다."
2008.07.20,-,-,고급스러운분위기 저렴한가격 조식도 맛있고 암튼 꼭 한번 가보세요 절대 후회하시는 일없습니다. 제주도에 가신다면 무조건 신라호텔로 가시는게 좋아요 다음번에 제주도 갈때도 이곳으로 예약할랍니다.
2008.07.28,-,-,"롯데로 갈까 신라로 갈까 고민하다 신라1박 롯데2박으로 결정후 다녀왔다 아이들과 함께 갈땐 롯데가 더 좋다는 주위 사람들의 의견을 반영하여 신라에서 1박, 기대되는 롯데는 그 후 2박... 그런데? 아이들이며 어른들이며 우리가족은 완전 신라에 반해버렸다. 넘 낭만적인 분위기에 우리는 모두 압도되었다 객실까지 업그레이드 해주신 덕에 바닷가 전망으로 이용할 수 있었다. 인터파크덕에 저렴하게 이용할수 있어 좋았는데 이런 서비스까지.. 실내외를 오갈수 있는 수영장, 정원, 모든것이 넘 좋았다. 날이 더워 좀 힘들긴 했지만.. 넘 즐거운 가족여행.. 행복한 시간이었다."
2008.08.08,-,-,"서비스,룸,조식 모두 만족합니다.아기침대 걱정을 많이했는데 생각보다 괜찮았구요,유모차도 각도조절이 되어 좋았어요~~~"
2008.08.28,-,-,"뭐... 중문단지에서 신라가 가장 가격대가 높다는 것도 알고, 시설과 서비스가 좋다는 사실도 알고 갔습니다. 건물이 오래되었어도 관리가 잘 되어 여전히 실내가 반짝반짝 고급스럽더군요. 미술품도 좋은 것들이 많아 갤러리에 온듯한 기분이 들었습니다. good! 야외풀은 하야트에 비해 규모가 작지만 그런대로 분위기 괜찮습니다. 객실 좋았습니다. 그리고 아침식사가 가장 기억에 남는데... 신선한 샐러드와 즉석 와플, 쌀국수, 오믈렛 등... 아침부터 과식을 할 수 밖에 없도록 만들더군요. ㅎㅎㅎ 아주 좋은 기억으로 남는 곳입니다. 다음에도 저는 또 신라로 갈 생각입니다."
2008.09.04,-,-,우선 월요일 투숙이라 바닷가 전망으로 업그레이드 해 줬구요 객실도 넘 맘에 들었고 조식도 넘 좋고 바닷가도 걸어서 내려가고 넘 넘 좋았습니다..제주도를 다시 보게되었고 남편과 매년오고 싶다고 하와이에서 공부했던 남편왈 꼭 하와이같다고 했습니다 8월말쯤가셔서 비수기 요금에 호텔주변과 호텔시설만 이용해도 넘 좋을듯... 그래서 담주에 가족들과 다시가기로 했습니다 그때도 바닷가 전망방으로 줘야할텐데^^
2008.09.08,-,-,역시 유명한 호텔이라 서비스도 좋고 아주 마음에 듭니다. 가보시면 후회하지 않으실 거 같아요
2008.09.08,-,-,첫 제주의 여행을 신라호텔과 함께 했습니다. 정말 2박 3일동안 최고의 시간을 보낼 수 있었던것 같습니다. 호텔에서만 지내도 시간이 부족하지 않을까 싶습니다. 최고의 호텔에서 연인과의 최고의 시간을 보내고 왔습니다. 포함된 조식 또한 최고입니다. ^^ 또 다시 가고 싶습니다. 신라호텔 제주 강력 추천합니다.
2008.09.12,-,-,자연과 더불어 휴식을 취하고 싶다면 다른 호텔보다 훨신 좋습니다 담번엔 렌트하지않고 그냥 호텔에서 쉬고 주변산책하고 그렇게 보내려구요 이번엔 바닷가가 보이진 않았지만 그래도 좋았습니다
2008.09.16,-,-,명성그자체였습니다... 롯데와신라 갈등이있었지만... 선택을 잘했다싶어요... 벗진야외수영장과 야외뷔페.. 그리고 조식도 최고였습니다..
2008.09.17,-,-,모처럼의 휴가 신라제주에서 편안히 보냈어요. 다들 친절하시고 산책로가 넓어서 무지 좋더라 구요.
2008.09.24,-,-,신라호텔... 역시 명성에 맞게 편안함을 주더군요... 더블로 예약이 잡힌것도... 트윈으로 친절하게 바꿔주시고요~~ ㅋㅋ 첫째날 저녁과 둘째날 아침의 산책... 여행의 여유를 듬뿍 느꼈습니다... 조식 뷔폐의 화려함... 정말 행복했습니다... 떠나기 전날.. 갑작스런 예약^^ 시작부터 끝까지 행복한 주말이였습니다...
2008.09.25,-,-,"3박4일정도 제주에서 머물렀는데 숙소를 신라호텔에서 머물렀습니다. 전망도 정말 좋고, 아침식사도 다양하게 잘 나왔고, 직원분들도 정말 친절해서 좋았습니다. 예정보다 하루 정도 더 머물러서 호텔에서 가격을 물어보니 인터파크보다 15000원정도 더 비쌌습니다. 인터파크에 나온 가격할인율은 성수기 최고가 에서 할인이 되어 있는 것 아닌가요. 비성수기 라서 기준자체가 다른데-- 성수기를 기준으로 해서 할인율을 적용해 놓았으니 과장과대광고라고 생각되어 집니다. 시정해 주셨으면 합니다. 여행은 예하투어라는 버스투어를 이용했는데-- 직원분이 많이 웃고, 친절했지만 저희 같은 경우는 택시관광이 더 좋았던 것 같습니다. 호텔소속 택시였는데 하루 일당이 9만원이고, 점심식사를 같이 했지만, 저희가 잘 모르는 곳을 가게 해주셔서 더 즐거웠던 것 같습니다. 다음에 기회가 된다면 또 머물고 싶은 숙소 였습니다. 신라호텔에서 동물들을 키우는데 아침 9시정도에 먹이를 줍니다. 아이들과 함께 산책도 하시면서 직접 먹이를 주는 것도 좋은 추억을 만들기에 좋은 것 같습니다. 또한 결들이면 롯데호텔에서 화신분수쇼를 10분정도 본 후 (저녁식사를 해야 더 잘 보임)롯데 호텔입구 쪽에서 말 마차를 탈 수 있습니다. 10분에 3만원을 주는데 --- 아이들이 있는 경우 정말 좋아합니다. 제주도에서 멋진 추엇을 많이 만들시길 바랍니다."
2008.09.29,-,-,인터파크에서 제주 신라호텔 신관으로 업그레이드 해주셔서 정말 만족스러운 여행을 하고 돌아왔습니다^^ 너무 좋았어요. 감사합니다!!
2008.10.04,-,-,호텔신라 가격은 좀 비&#49931;는데 아침밥이 아주 맛나더군요 아침부페 반찬도 많고 수영장도 공짜 수용복은 돈받고 호텔내 조경조아 수영장조아
