reviews,scores
"진짜진짜진짜 끊김현상이 심한 것 같아요 ㅜㅜㅜ 끊김 현상이 계속 일어나냐면서 알림이 뜨긴뜨는데 그걸 눌러도 딱히 대책도 없고 한 5초 보다가 끊기고 5초 보다가 끊기고 ㅜㅜㅜㅜ 왜그런거죠 다른 앱들은 다 괜찮은데 참고로 저는 노트북으로 유튜브를 봅니다 ! 핸드폰으론 안해봤는데 핸드폰으로도 이러면 어떻게 해야할지 고민입니다 ,,, 영상의 사운드는 들리는데 영상이 화질이 깨졌다가 다시 돌아왔다가 또 좀 있으면 또 잘보이다가 또 그렇게 되고 ,,,,!! 댓글창도 잘 안보이고 옆의 추천 영상도 계속 끊김현상이 일어나면서 보이네요 ,,,",2
"어제까지 잘 쓰던 계정이 하루 아침에 막혀버렸어요!! 그동안에 올린 영상과 재생목록, 그리고 구독자들까지 전부 사라졌는데 빠른 시일 내에 복구 부탁드립니다... ㅠㅠ 제겐 되게 소중한 계정인데 막혀버리다니..",1
정말정말 좋은 앱입니다. 영상도 찍을수도 있어서 좋습니다! 틱톡보다 더~ 좋아요!,5
아니 sibal업데이트하고 난뒤로 유튜브가 파란색로딩만뜨고 안들어가집니다.. 이런 🐕같은 상황이 왜있는지는 모르겠는데 따른 방법도 다 시도해봤습니다! 이런 삐---,1
좋긴 한데 이틀 전부터 해서 실행이 안 되고 중지된다는 알림만 떠서 전원을 껏다가 실행을 반복해봤는데도 안돼요.,3
선정적인 광고는 나오지 않게 조정해주시면 감사하겠습니다.,5
보관함인가? 거기 들어갔는데 그냥 멈추고 클릭도 안되다가 껐다켜도 그렇고 덕분에 이제 보관함 잘 들어가지도 못합니다 진짜 짜증나네요,1
전 학생이에요 일단 앱은 좋아요 근데 제가 아동용 아님 을 선택해도 댓글을 못 달게 되어있어요... 보호 차원에서 그러는건 이해하지만 아동용아님 을 선택 하면 댓글 달수 있게 해주세요... 부탁드려요.....,3
불편함이 늘어났을 뿐. 개선한건 없음,1
기본 화질 설정에서 특정 화질로 선택할 수 있는 옵션을 대체 왜 없앤거죠? 단순히 고화질 저화질 자동만 넣는게 편하다고 생각한건가.. 다시 추가 바랍니다,4
광고 좀 작작 나오게 하세요 제발,3
계속 렉이 걸리고 영상이 소리를 따라가지 못하고 계속 영상과 소리가 따로 노네요 이것들만 빼면 다 괜찮아서 3점 드린 겁니다,3
뭐 어쩌자는 건지 모르겠음 라이브 방송 화면은 반으로 쪼개버리고 애초에 화면을 가로로 할 수도 없음 장난하나ㅋㅋ,1
저만 그런가요 제가 매달 그 프리미엄? 그것을 매달 결제를 하고 있는데 왜 블랙아웃현상?인가 뭔가가 계속 나고 있구요ㅡㅡ 한번씩 유투브가 꺼지네요 돈낸 보람이 없어요 빨리 고쳐주세요ㅡㅡ,1
유튜브 재생목록에 저장된 약 170개의 노래들이 다 사라지고 나중에 볼 동영상도 다 사라졌습니다 그리고 만든 재생목록이 다 사라졌습니다 저의 노래들이 사라져서 짜증납니다,1
갤럭시 사용자인데 현재 좋아요를 누르거나 댓글 자세히 보기를 누르면 그대로 멈추는 현상이 있습니다,1
잘 쓰고 있었는데 업데이트한 후로 최악. 제발 이런 쓸데없는 짓 하지말아주세요... 화면 키우기 줄이기 정지 똑바로 할 수 있는 게 없음,1
허구헌날 버벅거리다가 끊기더니 강제종료되버리고 그 후론 잠깐은 괜찮은거같다가도 다시 무한반복~~ 1년전부터 이랫던거같은데 언제 잡으실건가요??,1
이번 업데이트는 많이 불편한점이 있네요;;;;;;,2
유튜브 프리미엄 사용 중입니다. 근데 한번씩 영상 화질이 않좋아질때가 있습니다. good youtube~!,5
보관함 누르기만해도 화면이 멈추고 아무것도 안돼요,3
"어느새 유투브는 저의 일상이되었네요,프리미엄 사용자이며,그래서 다른 음악어플 사용안하고 유투브뮤젝 무한사용중입니다,생각보다 편리하고 사용하기쉬워서 좋습니다",5
광고를 느므느므 많이함 ㅂㄷㅂㄴ,3
"5/17 업데이트 후 이어폰, 헤드폰, 블루투스 리모컨 등을 사용한 외부동작이 볼륨조절 빼곤 모두 작동안하네요.",4
진짜 최악 업데이트를 하면 할수록 퇴화하는 앱 쇼츠보고 나오면 메인화면으로 계속 넘어감 베타 서비스 중지하고 없애라 프리미엄 사용자 한테라도 프리미엄 사용자 전액 환불시켜라,1
"너무 좋은데요, 그 댓글창열었다 닫으면 아래로 스크롤안되는버그좀 빨리고쳐주세요 이거 작년부터있었는데 참다참다 안고쳐줘서 건의합니다",1
너무 좋아용.근데.가끔씩 댓답달았는데 단게 사라지고요.댓글이 몇개 있다고 하는데도 없고용.이런 사소한 버그들만 없으면 전세게인들이 쓰는 최고의.앱!!!,5
다좋은데 광고도 안없어지는데 왜 결제를하시나요? 환불좀해주세요 ㅠㅠ,3
제가 좋아하는 영상이 가득있어서 줗음니다 힘내세요!,5
이건 혁신 입니다 !!! 세상에 이런 좋은 앱은 있을 수가 없어 .......... 이렇게 좋은 음악과 영상과 다른 애니 나 너무 너무 좋구 진짜 말 할 수 없네요 진짜 최고 !!!! 아니 이래도 돼요 ??? 너무 좋은 데 설명 할 방법이 없네 진짜 쓰다 보면 아는 데 데이터만 걱정 없으면 이건 진짜 천국 이에요 맨날 노래 들을 수 있고 영상도 재밌는 거 엄청 많구 아니 이건 뭔가 누가 만들었는지 상 줘야 해요 상 받으셔야 합니다 맨날 들어와도 지치지도 않네요 이게 이렇게 좋아도 되나 싶을 정도로 아니 왠지 모르겠는데 자꾸 이끌려서...전체 리뷰,5
광고 하나는 정말 돈에 미쳐있다고 생각합니다 정말 장난하십니까? 애들 볼수도 있는데 이상한 야한광고를 돈만받으면 광고를 해주는게 정말로 미쳤다고 봅니다,1
고화질로 설정해도 480이고 자동해놔도 480이면 그 이상 해상도는 왜 놔둠? 내가 영상 틀때마다 720 1080 선택하고 있어야 하나요?,1
저기 유튜브 자체는 좋은데 자꾸 영상에 저작권 신고가 먹히네요 영상링크도 달았는데 왜그러죠?,3
이전 버전으로 되돌려 주세요. 일시정지가 안된다니... 최악!!,1
화질 설정에서 바꿔도 좀지나면 다시 자동으로 바뀌는데 어떻게 좀 고치세요 화질설정을 고정할수 없어서 너무 불편합니다,1
숏영상에도 이 채널 추천하지 않기 같은 기능 넣어주세요 제발... 알고리즘에 기반하지 않은 뜬금 없는 추천 영상 중에 역겨운 게 너무 많아요,2
커뮤니티 게시물이 곧 제공됩니다 현재 커뮤니티 게시물은 컴퓨터 및 휴대전화의 최신 버전 YouTube 앱에서만 확인할 수 있습니다 라고 나타나고 볼 수가 없습니다 기계는 삼성 갤럭시폴드3입니다 구입5일째입니다,5
요즘 댓글 많이보면 렉이 걸립니다 램이 부족한거도 아닌데 댓글 불러오는데 영상이 끊기고 앱이 반응도 안합니다,1
"도대체가 고객센터에 컨텍할수가 없습니다. 주머니에 휴대폰을 넣고 가던 도중, 갑자기 코인이슈 채널에 맴버쉽 가입이 되었습니다.  바로 취소를 요청했는데, 환불이 안되었습니다. 도통 왜 이런 결함이 있는지 모르겠는데, 잘못 맴버쉽에 가입이 된 부분의 환불 도움 요청 드립니다. 가입 날짜는 21년 9월16일이고 취소날짜도 동일 합니다. 가입의 의사가 전혀 없었고, 다른 결함에 의해 가입 되었습니다. 취소 환불을 요청 드립니다. 이걸 전달할수가 없습니다. 연락처는 코로나로 인한 중단 실시간 채팅은 없고요. 이메일은 보낼려면 양식이 안맞다...전체 리뷰",1
심심할때 마다 유튜브로 재미있게 영상 보고 있어여 그리고 인기급상승 동영상 왜 없쎈나여 잘보고 있었는데 갑자기 없써지고 이상한 쇼츠 갔는게 나왔어여 불편하니까 기존에 있던걸로 되돌리길 바랍니다,5
"어린 아이들이 보기에 불적절한 선정적인 광고가 많이 나와요. 그러면서 유튜브의 선정적인 광고를 비판하는 영상은 노딱 때려버리고, 그럴 시간에 유튜브 광고나 개선 하세요 ㅋㅋ",3
재미잇지만 버그 많아아앙아아ㅏ,2
얼마 전 까지만 해도 블루투스 이어폰 착용했을때 싱크밀림이 없었는데 최근에 싱크가 많이 안맞아서 유튜브 보며 블루투스 이어폰 착용이 불가합니다 개선해주세요!,5
구글홈으로 연결시 끈어지는 현상 고쳐주세요~,5
저만 그런건지는 모르겠지만 유튜브만 들어가면 영상이 자주 끊기고 검색어가 저절로 쳐집니다.. 핸드폰 문제라기엔 폰을 바꾼지 몇달밖에 되지 않아서 그럴 일은 없을것 같고.. 아무튼 빨리 해결좀 해주셨음 좋겠네요,1
진짜사용하기 드럽게 불편하네요 업데이트안하고 잘만사용하고 있는데 업데이트안하면 사용도 안되서 업데이트했는데 업데이트하고 로그인했다가 다시 로그아웃하려고 하는데 로그아웃도 안되면서 무슨업데이트를 하라는건지 일좀제대로 똑바로좀합시다 로그아웃 하려면 다시 전에버전으로 넘어가야만 로그아웃을 할수있는게 정상인겁니까 업데이트버전 제거하고 넘어가면은 또 다시 업데이트 해야 사용할수있는게 말이되나요 업데이트를 하고말고는 사용자가 알아서 하는거지 업데이트안하면은 사용 안되는게 무슨상황인지 정말 어이가 없네요 어떻게 된게 업데이트를 하면할수록 사용하...전체 리뷰,1
프리미엄 유저입니다 다름이 아니라 백 그라운드 제생중에 오로지 오디오만 제생되도록 설정할수 있도록 해주실수 있나요?,5
좋긴한데 광고스킵 못하는 광고가 있네요 그리고 광고 두번나오는 버그가 있어요 고쳐주세요,4
광고도 너무 많이 나오고 영상이 자꾸 메타데이터 저장 이러면서 안올라가네요,1
잘만 되다가 어제부터 갑자기 유튜브가 안되네요. 앱 누르면 무한 로딩창만 계속 뜹니다..,2
아동 영상 이데 우리 애기가 초방 광고 가 이상 합니다 성적이 광고 영상 나왔습니다 그래서 문의한려고 평가 해습니다,3
저는 할머니폰으로 보는데 이게 하ㅋ 아니 와이파이도 잘통하는데 영상은 자꾸 끊기고ㅋ 댓글창이 안열리면 보라는거야 보지 말라는거야ㅋ,1
요즘 들어 한2주쯤?부터 유튜브에 보관함이 안들어가져요 보관함만 누르면 앱이 중지 됬다 뜨고 다른건 눌러도 아무렇지 않은데 부쩍 보관함만 누르면 그렇네요...,3
두번탭해서 5초 건너뛰기가 안돼는 경우가 많아서 오류 수정해주시면 감사하겠습니다,5
광고무한 프리미엄결제하라고 광고이따구로줌 버러지똥 쓰레기 안봐임마,1
저도 다른 분들처럼 영상 볼때마다 자막이 자동으로 켜져서 짜증나네요. 하나하나 끄는거 굉장히 귀찮습니다 얼른 수정해주세요. 업데이트 할 때 마다 오류가 나니 참..,1
광고 너무 많아진건 기분탓인가요.. 15초짜리 광고를 스킵 버튼도 안주고 두번 연속으로 보여주네요. 그리구 채널 추천하지 않기 했는데 계속 뜨는건 뭔가요,3
언제부터인가 보관함만 누르면 오류나요.. 해결좀 해주세요,3
영상 업로드 안돼고 광고 너무 많아요,1
아주 좋은데 테블릿은 프로필이 안바뀌나요?,5
업데이트 이후 보관함만 들어가면 앱이 멈추는 현상은 언제 고치나요? 자동업데이트 되면 다시 또 업데이트 삭제를 반복하기에 바쁩니다. 빨리 문제점 수정 부탁드립니다. 그리고 업데이트 이후 화질설정을 너무 불편하게 바꾼거도 별로네요.,1
왜 오프라인 동영상 하나 삭제할 때 마다 맨 아래 추천 영상으로 내려가나요? 너무 불편해요,5
"핸폰으로, 특히, 겔럭시 쾐텀 2 으로, 써라운드, 스테레오 울리는, 음악 감상에, 당연 취곱니다,,,",5
왜 자동으로 영화관 모드로 바뀜? 이것때매 지웠다 깔았다 짜증나네,2
제발 렉좀 고쳐줘...🥲 도대체 하루에 앱충돌이 몇번이나 나는겨... 이제 캐시 삭제를 해도 바로 버벅이면 어쩌자는거냐...,1
님들아 나 유튜브 보는데 그영상을 눌렀거든?근데 로딩화면이 계속 떠 나만 이럼?,3
조금 아쉽네요. 일단 광고가 많아 감점. 그리고 화면을 끄고도 라디오식으로 들을 수 있는 모드도 추가되었으면 하네요.,3
잘 보고 있는데 잘 되고 있던 번역이 안되네요ㅜㅠ 댓글 번역 해주세요,4
성인용으로 따로 만드세요. 8살짜리 사촌동생한테 폰빌려줬더니 성인웹툰 광고 나옵니다. 저 친척한테 욕먹었어요,2
쇼츠 이거 안 보이게 선택할 수 있도록 해주세요. 좋아하시는 분들도 있겠지만 싫은 사람도 있습니다. 레이아웃에서 빼낼 수 있는 방법 알려 주세요. 너무 보기 싫네요. 성적인 내용을 연상하게 하는 광고! 썩을 틱톡 광고! 제발 좀 어떻게 안됩니까?,1
업데이트이후 보관함으로 이동이되질않습니다. 개선바랍니다.,1
다양한 종류의 영상들을 볼 수 있어서 정말 좋아요,5
재가 했던 것 중에 제일 좋아요,5
영상을 보면 혼자 멈춰서 버퍼링 엄청걸리고 제대로 볼 수가 없네요 업데이트를 하면 할수록 더 다운그레이드가 되는...영상 끊김 좀 해결해주세요 답답합니다,1
갤럭시 제트플립3 산지 일주일됐는데 유튜브만 버벅거림이 너무 심하네여 업데이트 재설치 안해본게없습니다.. 호환좀 히주세여!,1
"내 폰이 구려서 버벅거리고 꺼지는 줄 알았는데, 새 폰으로 바꿔도 똑같이 버벅거리네",1
돈 내고 쓰는데도 점점 안 좋아지네 ㅋ,1
광고 넘무 많아요. 아니 15초~30초 짜리 광고를 스킵없이 보는데 답답해서 미치겠네요.. 물론 못보겠다는거 아니지만 예전에는 안 이랬는데 계속 시간이늘고 스킵은 없고 또 중복해서 2개의 광고가 나올때도 있는데 아무리 수입을 위해 광고 올리는건 아는데 요즘 너무 심하네요...,1
광고가 심각할 정도로 많이 나아요.... 노란색 줄(?)이 없어져서 광고 나오면 무조건 봐야 되서 무지 불편하네요... 광고 보는 시간이 아까워요... 노란색 줄 없앨 거면 광고 1개만 하든가... 2개씩 나올 때 진짜 개빡쳐요.. 1개는 광고 건너뛰기 없어서 끝까지 봐야되는데 얼마나 짜증나는지... 진짜 폰 부숴버리고 싶네.. 제발 광고 1개만 나오던가 노란색 줄 보이게 해주세요... 광고 시간이 너무 길어요.. 인간적으로 광고 진짜 너무×100000000000000 많아요 전에가 더 좋은 듯.. 업데이트 왜 한거임...?광고 보...전체 리뷰,1
에이핑크를 검색하면 공식유튜브 체널이 떠야되는데 안 뜨고있습니다.,2
엎그래이는 유튜브 볼때마다 하라구해 짜증....,5
와이파이용 테블릿pc에서도 각각의 유튜버들의 커뮤니티를 볼수있게 해줬으면 좋겠네요. 유튜버들이 공지를 올리면 커뮤니티에 올리는데 와이파이용 테블릿에서는 볼 수가 없네요,1
난 영상을 삭제하지도 안았는데 저절로 삭제되있는건 뭐임 버그 수정1도안함?,1
화질 지맘대로 바뀌고 버벅이는데 리뷰썻더니만 삭제해버리시네 이제 뭐 큰기업이라고 사람 무시하는건가 답글을 달아주던 개선을 하겠다던 그런 말은 해줘야하는거 아닌가싶네요? 화질이 혼자 144p 로 떨어지고 다시 올라고 이게 얼마나 눈 피로한건줄아시나요 화질올라가면서 버퍼링 생기고 프리미엄 결제를 이럴거면 왜한거지 그냥 광고만 안보게 하는건가 리뷰 삭제하지마시구요 답좀 주시죠?,1
광고가 요즘들어 너무 많아 져서 동영상 시청에 불편하네요..,2
안드로이드 초기에는 버퍼링이 문제더니 시간이 갈수록 편의성이 증가하기는 커녕 잡렉이 많아집니다. 처음에는 폰이 오래되어 무거워져서 그런가 했지만 최신기종으로 바꿨음에도 불구하고 30분~1시간만 사용해도 렉이 걸리고 가끔 영상이 검은화면만 나오고 스크롤이 자기 멋대로 움직입니다. 그냥 앱 자체가 너무 무거운것 같습니다. 화질선택도 이전 버전이 직관적이어서 더 사용이 편했고 정말 안드로이드 유저들의 의견을 듣는지 궁금합니다. 앱의 최적화에 제발 신경써주시길 바랍니다. 진짜 문의에 답변도 없고 그냥 방치하시네요. 진짜 밤에는 1분도 못볼...전체 리뷰,1
제발 채팅 좀 쓰게 해주세요...제발...왜 채팅 안돼는 데요...빌게요...제발...채팅좀 하게 해주세요...,4
저사양 휴대폰에서 업데이트 하면서 끊기고 매우 느려집니다. 업데이트 전에 옛날버전도 쓸수있게 정책을 바꿔주세요,1
최근에 영상시청에 불편함이 확 느껴질 정도로 버벅임이 심해지고 자주 튕김 다른앱들은 멀쩡한데 유튜브 혼자만 이러면 좀....,1
Z폴드3 사용자인데 자꾸 업데이트 전으로 돌아갑니다 이런 현상이 지금 3번째예요ㅡㅡ 업데이트 해도 똑같습니다ㅡㅡ,1
광고 겁나 나오고요.좋은점이 많은만큼 나쁜 점도 많아요.렉 심하고요.갑자기 16분 동안 안들어 가진적 있고요.그리고 마지막 악플다는 사람들 많은대 욕한거를 샾으로 보이게 해주세요!유트버들이 화나고 속상 할거 같습니다.그럼 ㅂㅇ,1
다른 재밌는 유튜버들 볼 수 있어 좋습니다. 하지만 버그가 좀 생겨서 1점 깎았어요ㅜㅜ,4
동영상화질설정 아무리 높은화질로 설정해도 자동으로 바뀜 이거 꽤 오래된 이슈같은데 고칠 생각없죠?,1
"유튜브 광고는 둘째 치고 어플 자체에 문제가 너무 많음. 모바일에서 화질을 2160p로 설정하면 480p로 고정된 후 480p보다 높은 화질이 사라지는 현상이 있음. 유튜브 어플 문제인건지 다른 어플을 접속하다 돌아오면 잡다한 렉이 시청에 지장이 갈 정도로 심해지는 현상이 있고 간혹 터치도 인식 안됨. (휴대폰의 문제가 아님.) + 재 접속했는데 좋아요 누른 영상 썸네일이 검은색으로 변하는 버그 발견, 현재 영상 재생만으로도 심각한 렉 발생.",1
아니ㅋㅋ세로영상 많이 보는데 왜 제 취향이랑 정 반대인것만 보여주는거죠? 세로영상 막 나왔을때는 제 취향이 많이 나왔는데 지금은 이상한 아이돌이 먹는거나 잼민이들이 염색하는거나 이상한 반전그림이나 보여주고 참..,1
안드로이드11인데 Vr보기로 뷰어설정하려고 하면 카드보드 앱 설치했는데도 카드보드앱 설치하라고 나오면서 연동이 안됩니다. 빠른 해결해주세요!,1
저는요 재밌게 플레이하고 있었는데요...갑자기너무사용하니까 폰이 견디질 못하고 막 이상한알람뜨고데이터너무나가고그래서 삭제했습니다,1
유튜브가 아이들 책읽기가 되어서 좋아요,5
유튜브는 업데이트 할수록 이상한 기능 넣어서 이용자를 굉장히 불편하게 하네요. 전체화면 누르면 오른쪽에 자꾸 뜨는 재생목록 좀 어떻게 해보세요. 기능 끄는 설정이 어디 있는지도 모르겠어요. 지난번에 화질 업뎃도 최악이더니 매번 실망만 주는군요.,1
좋아요 근데광고많이나와요,4
"역스크롤,영상볼때 방해되는 스킵못하는 광고, short볼때 버퍼링 걸리면서 좋아요버튼,댓글 없어지는 문제들 아주 가지가지 하네요",1
연령과 남 녀 구분 또는 취미등 관심사를구분하여 동영상 컨텐츠를 추천해주는 그런것도 좋을것 같아요. 광고도 마찬 가지구요.~,5
"음.. 이거 오류인지는 몰라도 닉네임이 1달동안 기다렸는데도 안 바뀌고 제 이름이 어떨데는 유튜버에게 댓글을 달았는데 제 닉네임은 7글자인데 그냥 ""•"" 으로만 보여요 그리고 제가 단 댓글에 답장이 와서 저도 똒같이 답장을 했는데 한 1분뒤 다시 나갔다 들어오니까 제 댓글이 안 보이고 그 채널 주인 댓글만 보이더라구요ㅠ 요즘 유튜브 오류 너무 심한 것 같습니다ㅠ 업데이트 부탁드려요ㅠ",3
요즘에 광고가 너무 많아서 3점 드립니다,3
쇼츠 화질 장난아니네요 . 탄소배출줄이려면 먼저 광고 화질부터 줄이죠?그리고 아니 광고에서는18새짜리앱이 나오는데 우리는 이런거 광고하면 노딱나오는거 무엇?일단100억회사용자니깐별은5개,5
많은 영상들을 볼 수 있어서 좋은데 최근 들어서 영상 시작 전에 광고가 계속 떠서 너무 짜증납니다. 그것도 15초짜리 광고가 5분 영상보는 동안 3번 나온다는게 말이 됩니까?,1
안드로이드 태블릿 사용자 유접니다 유튜브 앱 내에서 단축키 설정을 해주셨으면해요 윈도우와 같이...너무 불편해요 ㅠㅠㅠㅠ,3
인터페이스 깨지는 것좀 해결해주세요 몇달째 재생하다 보면 재생바 사라지고 광고 건너뛰기 이상한데 가있고 영상 설명부터 밑에 부분 다 회색으로 변하고... 문제가 많아요,1
광고를 왜 가면갈수록 처늘리는지 모르겠음 뒤에 나오면 불편하답시고 앞에 광고2개 넣었으면서 2분간격으로 꼬박꼬박 무조건 광고나옴 그것도 무조건 2개씩,2
좋고 편리한 기능들은 싹 다 폐기하고 불편하고 잣같은 기능은 끊임없이 추가하는 쓰레기짓의 개이버,2
